"","GSM230349","GSM230350","GSM230351","GSM230352","GSM230353","GSM230354","GSM230355","GSM230356","GSM230357","GSM230358","GSM230359","GSM230360"
"LOC100130987",5.83901394501338,5.99338970686987,5.64566098864034,6.02511947816515,5.85385455370837,5.98142936747173,5.89405613183943,5.99185578886849,5.9425412355736,5.64861683033574,5.70373443007304,5.85657809950476
"LOC100130992",2.45240826686291,2.35359698408162,2.69723122060799,2.41606747644617,2.51593413848706,2.41649013891212,2.42289215911338,2.54879891591032,2.87451019083413,2.79464245801466,2.43627474309125,2.34084449818434
"LOC100131496",1.95500218529973,1.88582300581553,1.92360154052531,2.30874153977861,1.91035141663667,2.22176926301073,1.93014842568691,1.97043755239139,2.06537521347271,1.93631368278062,1.94266164350224,1.89965917158406
"LOC100131532",2.70860703984679,2.57122097914707,2.48368211906447,2.71887784600166,2.7413909021635,2.84237361007744,2.82748489374802,2.83287159316717,2.73032000440701,2.29250671889727,2.48853634450358,2.71444946276651
"LOC100132077",1.90570686575295,2.01056859000288,1.95863295665423,2.07252398370722,1.99722325199414,1.86838684588827,1.85331261134952,2.02364897201311,1.94608525401599,1.92729953352695,2.03642448208964,1.93876083496892
"LOC100132078",2.32349854073696,2.2430066949483,2.18781744684658,2.11821124769582,2.09963284139241,2.44994893111908,2.52203651337589,2.02448403522395,2.36457072955395,2.08614343110548,1.99877950859482,2.32406498719995
"LOC100132249",2.94407744485452,3.08949950268102,3.13112319084108,2.85155875134004,3.19320325401762,3.09620387049468,2.99598560666299,3.07373336806657,3.15889846198859,3.05827210269513,3.14970827449674,3.27229744461916
"LOC100132356",2.30770312525847,2.42275669831792,2.34971302434891,2.52282530441044,2.38366500555732,2.56161526662809,2.3382424541084,2.34741443047673,2.35946907212986,2.55311015021049,2.47543488022305,2.44247621314325
"LOC100132686",2.38401430075071,2.38809630772943,2.38809630772943,2.30451641652053,2.21258746091695,2.42512919617695,2.15274783738774,2.41667744764685,2.48801169452598,2.10877393339694,2.72073869487465,2.36464753914763
"LOC100133920",3.14887631111874,3.36184097169236,3.32693106341321,3.49093403615019,3.42134519563512,3.53308509291355,3.42062774867952,3.44780818066888,3.5189357875356,3.29355396382165,3.29457890567594,3.43708702907248
"LOC100134040",2.72279558799533,2.6177139496928,2.7463192781135,2.71023869865607,2.75616153652502,2.81638095587167,2.7490914133412,2.73258933214815,2.94011853912917,2.59868104472083,2.34706928317648,2.8670185425468
"LOC100134368",2.39062778684786,2.61831939477859,2.38869549878831,2.61831939477859,2.50740985996828,2.67354797021536,2.67459463643496,2.58105691593942,2.59935401772874,2.45069195822417,2.44713005054204,2.60602059375606
"LOC100190986",3.77739208590289,4.39009583393518,4.39184352498464,3.84915168804754,3.86625353235627,3.73030187650953,3.64396914993771,3.3324301949017,3.04211054411213,3.23285874066347,3.88087405277098,4.16935585602838
"LOC100240728",2.24224430622799,2.31957656559799,2.16763343449216,2.26699650029967,2.23546941910969,2.29415360131948,2.19973852457359,2.34113773738932,2.33763188646012,2.31255346411485,2.27802114567915,2.28232031782161
"LOC100240734",2.16505688012294,2.43504925907246,2.52203651337589,2.58362945139916,2.54146947861643,2.44247621314325,2.66214180614798,2.69418114879943,2.410808483515,2.44247621314325,2.36275722264104,2.58959747975209
"LOC100240735",2.44247621314325,2.31955300419814,2.18967312084444,1.94368705006579,2.32631502809823,2.25458961386206,2.41619889115554,2.34774131863835,2.25880991692728,2.09933932416238,2.3366385909229,2.06217475689635
"LOC100272217",1.87102199248562,1.81031984995366,1.84138864276667,1.75010707205591,1.81917154995633,1.68120660752983,1.93198923184274,1.91740837911557,1.67881510305392,1.75864149428062,1.8745234635185,1.72600829689139
"LOC100286922",2.22922093902022,2.21325070701439,2.26000792973109,2.27523261196626,2.41018083170808,2.27853074359752,2.25458961386206,2.21423741801603,2.27254910819996,2.3721046849595,2.21494177698008,2.25596426139583
"LOC100287290",2.21501715977258,2.35185221908088,2.38245339074821,2.38217046028877,2.54348476743209,2.48637013851255,2.33643518234657,2.34098595923216,2.20506415184101,2.30945507472,2.31816617071293,2.33527232685111
"LOC100287704",3.26165001738338,3.35920042332393,3.1963781300737,3.39656002435686,3.35762166728618,3.51635234881721,3.34279830130145,3.41291981058068,3.44349620684679,3.19173534255635,3.29660095762952,3.50533586983091
"LOC100287808",2.21995579969091,2.41401838737327,2.17045141154756,2.53488345577624,2.12970200833009,1.99058578448121,2.27259949689057,2.25995880223567,2.00771988176401,2.16571508138887,1.97086021440604,2.06537521347271
"LOC100288069",5.49311001358656,5.88121073606007,5.64213879724002,5.49311001358656,6.01317608967703,5.60942156650567,5.73288940836864,5.80688236159482,5.69823382519456,5.52648957319483,5.68939422367648,5.69359527812015
"LOC100288123",2.27774220121072,2.0413742611179,2.26583625636634,2.40508169544514,2.39875965914653,2.50632153799616,2.17009485435403,2.37681248085459,2.44247621314325,2.30928603091377,2.2756465021155,2.36403946122019
"LOC100288570",2.82395420996797,2.83192857902768,2.86784717461938,2.95147987160984,2.87408412365106,2.80294566653813,3.02786238986026,2.86190782472787,3.01616045028111,2.62687277159769,2.85416464485217,2.72396348471536
"LOC100288590",1.92419113700939,1.93014842568691,2.0053284588277,1.67079637681844,1.93631368278062,1.7516672405688,1.72068734289885,1.92023208106311,1.80275519787275,1.76687782694635,1.63076384217997,1.83065858455899
"LOC100288656",2.46624871698299,2.58636311257666,2.54209012148187,2.68792959542558,2.57293971639606,2.79323837299816,2.69312255703556,2.64542820217395,2.55959596086326,2.5996345408919,2.41196350702702,2.62667899039219
"LOC100289230",2.28454067971064,2.28839856737771,2.66598557077978,2.39331024261882,2.15041675573292,2.20710579295985,2.10909025818294,2.28483710938212,2.35565738324816,2.28333532843785,2.2271340910675,1.99684373845634
"LOC100289333",4.299252847408,4.64953959475316,4.47002572442054,4.65285847736285,4.48471834945793,4.69053894647435,4.71787096561202,4.72259726833889,4.0611384718909,4.24689982648048,4.4649623166287,4.61486895582003
"LOC100289361",3.01836034643959,2.93653965713383,3.17903119646017,2.88814013267574,3.03760532842275,2.88878264115966,2.63625260771054,2.81801944455145,2.72418339081034,3.07577309419196,2.65282939470073,2.78316292221328
"LOC100289473",2.89760261574867,2.88992407786131,3.01047389109366,2.85702316722465,3.02378991966022,3.02473037451814,2.80632002804366,3.12257945259057,3.01661805813217,3.18859435105214,2.82558843474961,2.86036714654683
"LOC100289495",3.30370730447456,3.24377915844473,2.81522911237782,3.24074836302703,3.295761329864,3.24377915844473,3.21998748720066,3.193204646278,3.18889958334951,3.30146461334879,3.25366679099868,3.06210477306812
"LOC100289518",2.36188760967757,2.52476944676711,2.29698668195756,2.46260010738591,2.41558128643674,2.48129903618672,2.34670065986259,2.62346823192981,2.33775844384115,2.30910378283466,2.27956910067739,2.42906131939674
"LOC100294145",2.52078126006216,2.52203651337589,2.28834786215662,2.376730464018,2.23891079654106,2.42493082615684,2.37731938129965,2.43273720708252,2.22654605330964,2.21176276772519,2.44247621314325,2.40164450946015
"LOC100310756",6.17776516794645,6.25573738577473,6.19590593784212,5.91598880851065,5.73652962941506,5.79846940262234,5.84420703640425,5.65312434889069,5.92206567067788,6.03087328776884,5.91809920087111,5.8748017832009
"LOC100419741",2.85911364637941,3.17002029609685,3.23435907128744,2.95901993668573,3.31153563362694,3.27743224325922,3.32115504869101,3.6574945840435,3.07476199729198,2.98755558241958,3.45120382196555,3.76530768719349
"LOC100420872",1.72068734289885,1.85722723141619,1.70182100291443,1.80609145295286,2.09996900537732,1.84211116703786,1.6862526212076,1.87106339718473,1.96211712997686,1.83462355811439,2.18440763546304,2.09256398885421
"LOC100421171",2.07196301320349,2.23989816852395,2.38405102609823,2.07196301320349,2.11371162088692,2.13181303895631,2.45642138670503,2.23013252835493,2.036740021962,2.21685598915359,2.7021475784581,2.08808940898041
"LOC100421494",2.18115226114218,2.24065269915054,2.20239051153729,2.3266934410944,2.15365335672802,2.46269927651898,2.30523019363424,2.4265182926983,2.23428026179549,2.09875477308097,2.185067566451,2.36529061073147
"LOC100422212",1.78206872334691,2.04407524961676,1.9174942968802,2.13464187249944,1.96910702865751,2.06577864940035,1.99684373845634,2.1944829030152,1.9861664820003,1.85686434862318,1.84862014756635,2.01129012131019
"LOC100422526",1.9891431220956,1.96618891632813,2.05536531508873,1.99684373845634,2.24435915381529,2.00145617002407,2.12559462597155,2.24870640881384,1.86964851560122,1.93631368278062,1.97103574271427,2.07307582983344
"LOC100422781",3.83980454739077,3.80153572251857,3.74880661213452,3.93557273795675,3.7593350574018,4.11889270325043,3.8155809184756,4.05035018663801,4.24942929089874,3.5574706784946,4.06062147842998,4.01317951649606
"LOC100505498",2.87829699829462,2.60893427906021,2.96326970503383,2.96269206612015,2.93300907185204,2.81212555172116,3.07102554966762,2.8672775378843,2.76325676446826,2.71664364489065,2.57700738680598,2.6883179014402
"LOC100505555",2.24913683301202,2.26054489216134,2.26796687776847,2.39080577973331,2.5837267893945,2.38827574436757,2.76129803416532,2.32462187251638,2.56365711943691,2.33294175723844,2.68968606718111,2.29531811215304
"LOC100505664",2.53312478806362,2.67769607723839,2.46575568434808,2.69970594207265,2.69303197047291,2.73756789381654,2.44093540195988,2.58030220766484,2.54555036376928,2.46918394728707,2.49259084353595,2.26957407233965
"LOC100505685",1.90013620979193,1.96772529146393,2.03874117852253,2.06537521347271,2.07278022999582,2.05742832173875,2.15900136601797,2.29039554381196,2.11519664986371,1.73311291860451,2.25576870731414,2.10632715719303
"LOC100505711",4.20063156200208,4.38725256353738,3.95811185210334,4.47087550530479,4.3011855795126,4.38987194790877,4.4571590309019,4.23186027845565,4.50830076629275,3.98606543090883,4.16207662634768,4.41131848177244
"LOC100505715",3.62551305749381,3.62957155243307,3.55538087448837,4.0872933935021,3.89075178288172,3.76276936186236,3.9887301811114,3.86204328633672,3.82660705951546,3.7978441324996,3.693705217295,4.01443058714914
"LOC100505716",2.34039637017845,2.40465015341434,2.60324651205054,2.49550617943212,2.28597335905121,2.46542298931369,2.28302493279264,2.33673777455791,2.25908556564205,2.18115226114218,2.36302825682695,2.42788246151264
"LOC100505728",2.13333085574649,2.07809024926893,2.17037234266769,2.03417997559029,2.39019967170315,2.22712165662911,2.16680524404096,2.36549022773863,2.36464753914763,2.34121789964486,2.37886784616415,2.16909469529659
"LOC100505774",2.79977798819231,2.89297052379929,2.63089976142584,3.15231864606892,2.87827888734812,3.08640033680002,2.79766802877127,2.91204050701949,2.90141112992972,2.5207840255258,2.7397828950548,3.12090436923394
"LOC100505841",2.25458961386206,2.20279742898985,1.99764384351746,2.37454627731823,2.29749622120748,2.25458961386206,2.07278022999582,2.40540508679551,2.10845158120081,1.94159987810622,2.04881951997286,2.05528458541428
"LOC100505851",1.99919636529867,2.1481047355985,1.9777810628482,2.0140241853223,2.18213507298703,2.08863133424348,2.23523784337508,2.11293911146758,2.09914844062531,2.01637024467255,2.07576609927512,2.03765832506783
"LOC100505874",2.34195872722095,2.42595775795329,2.27765061128625,2.19519368266619,2.38905742880547,2.53292783117987,2.27347089897078,2.40509799881374,2.20931395194549,2.09875477308097,2.34502504710709,2.52203651337589
"LOC100505912",2.13983231055192,2.12407166489107,2.16374510767761,2.19303161296115,2.04527842447347,2.10861849317641,1.99684373845634,2.20326759457037,1.90587815505144,2.1469405611836,1.94887527618299,1.97858311170404
"LOC100505915",3.41129049807636,3.72712186043003,3.53671813781964,3.51927202439188,3.49175424095176,3.65971608453488,3.54948393043636,3.57308093022872,3.43106776908321,3.51706602831408,3.42475401127143,3.59983940746845
"LOC100505918",3.40253940355005,3.38098947481677,3.30171488862983,3.38327198350917,3.5244066130257,3.67412298638539,3.57712697560026,3.63816902058193,3.64382228836969,3.12682915524044,3.45569387702443,3.54755468487827
"LOC100505942",2.87267421405114,2.7129923469159,2.60953472921918,2.7117859373058,2.76753179465665,3.06853496623887,2.7962012737134,2.72248576418293,2.69518029758032,2.56844532853715,2.73932857479239,2.67511099917825
"LOC100505978",2.46860257896307,2.52203651337589,2.58736963661859,2.27525841308052,2.56429320913322,2.48471949586858,2.66486280167598,2.71613915457695,2.42719470051644,2.91564230342954,2.50840977681424,2.47091861277117
"LOC100505985",3.33042645197309,3.55343461307756,3.15809407493459,3.06567368400795,3.37548012981695,3.6015035188104,3.49240459841452,3.88289215060428,3.73906801416574,3.57396720109601,3.1733509012183,3.49823862071594
"LOC100506071",1.72285928986324,1.74031826611388,2.06967938553074,1.79806770143345,1.76053386804736,1.93536359525197,1.92752339950231,1.81533102775803,2.10065627954681,1.89997873605808,1.91067502145005,1.79170652170899
"LOC100506076",2.38534519537535,2.27404053384249,2.2492331615646,2.45799870924384,2.75241260919518,2.5532892744145,2.72797620860324,2.33550927678947,2.38946723422747,2.38047731228857,2.85322600474966,2.52988354338337
"LOC100506207",2.27937642355929,2.49939451627503,2.14658316650067,2.40893442648943,2.49541557599101,2.39359227865557,2.3266152872374,2.42040383711837,2.36444501219429,2.18563493371574,2.43139009952804,2.39766158934842
"LOC100506236",2.05501134860077,2.04535873317037,1.79424975796196,1.89120882049797,1.93631368278062,1.84419423028134,1.89395156986085,1.86798734435759,1.81047695635916,1.95921568406941,1.87900843137553,1.96154367063796
"LOC100506271",3.38647398347145,3.36800537488316,3.24417188992548,3.35752629600548,3.57552697280536,3.63174691630094,3.5224949888994,3.56164579331672,3.74588160180705,3.35475372156153,3.35276652145539,3.64701409112914
"LOC100506274",2.35530075904519,2.39482887196652,2.34781564087218,2.46997354600565,2.62723327660074,2.56545763552368,2.44538918290776,2.49646138881732,2.46133829793412,2.21802099914183,2.51639887809193,2.61090947377303
"LOC100506289",1.99684373845634,2.01712948610084,1.99684373845634,2.06537521347271,1.93631368278062,2.06043270507378,2.07428138401811,1.91532608349208,1.82200442808235,1.73311291860451,2.44247621314325,1.99684373845634
"LOC100506403",1.9419005486288,2.26209432760712,2.02597983013051,2.11337391783978,2.15715293320048,2.21625733140963,2.05407301433207,2.21445129016637,2.10366181189756,2.1116417858256,2.09707000276213,2.10015090528764
"LOC100506405",2.3647697610347,2.26151456030943,2.35187903812114,2.43384935123754,2.47187147142991,2.35907555481525,2.42788185164909,2.49863538302318,2.53593792566606,2.18115226114218,2.31174408894931,2.30623254907808
"LOC100506446",2.52753363349575,2.44247621314325,2.21017875153635,2.28418513986193,2.06296647027507,2.23864395722014,2.25489031354641,2.26002211792101,2.19845965662194,2.25159058035036,2.31730426784686,2.24145662657631
"LOC100506472",2.85432628332827,2.77560308048257,2.79713096510077,2.83388745610126,2.8573538828103,2.99891439908576,2.79921005173597,2.83567335536285,2.85796202462802,2.9786267651008,2.94768130831606,2.8681085691553
"LOC100506563",2.5832474734023,2.27662420210676,2.35676366243539,2.5835336725241,2.62338019767261,2.753823380564,2.47046286041432,2.64464674832486,2.68445515357702,2.66260862971131,2.62338019767261,2.81109781731804
"LOC100506606",2.73275912245644,2.58066741287277,2.61585363082059,2.38091942451837,2.62033190145906,2.6350747232271,2.82206433069206,2.75949044059351,2.68081121136092,2.52323605352153,2.62181836053444,2.73321986076535
"LOC100506639",3.28916512520045,3.35566547426345,3.87498639699241,3.47171338112478,3.71969185002213,3.6945398217785,3.55183167960609,3.28899599213757,3.31496991072628,3.42838255093616,3.41387248608189,3.3848010512744
"LOC100506730",2.9407358128784,2.93777001789655,3.06371158140526,2.99831864755538,2.90389405676974,3.04021136276327,3.21735278033868,3.253234621935,2.84916650219116,3.28312287143743,3.17784821273708,3.02135687153109
"LOC100506790",2.95022012301702,2.98900670974252,3.22637306355178,3.01917775178081,2.95903929171589,2.88168864800065,3.13943452340637,3.07351562409111,3.24949244869194,2.97716618560495,3.22019762237642,3.00240460254967
"LOC100506851",1.90408390105216,2.05826999056003,2.12166094284839,1.79042865844423,2.02127818271816,1.93774104765426,1.90658201913344,2.11189530267938,2.03212769835569,2.08642551390627,1.76053808315652,1.99684373845634
"LOC100506858",4.0128202161569,3.96890774138281,3.96890774138281,3.98754901314349,3.9711663239327,4.13367765565717,4.03907619943493,4.17309413795368,3.94515292621171,3.80411803975814,3.89003862438361,4.06990199034849
"LOC100506929",2.18115226114218,2.25856352777393,2.27048728475782,2.52203651337589,2.11234793283724,2.14973260219959,2.3262831465116,2.3261791519076,2.47853937442753,2.4184002336319,2.20990884109712,2.43601208641897
"LOC100506974",3.05504935048022,3.03198194409486,3.40663774942701,3.48809517127321,3.30561197746884,3.14563635702049,2.924852590043,2.98897947217668,3.26911325902168,3.60697813788935,2.81751447992401,3.04057149558815
"LOC100507006",2.50827975863351,2.60324651205054,2.74262332946807,2.95637993758429,2.8098617434224,2.79168155724061,2.87790238804388,2.69823461766656,2.80388277978434,3.16523938849351,2.68861745207146,3.0113258101514
"LOC100507053",2.04665610694093,2.04527007020706,1.99982056789022,1.9053496826989,2.0578137009805,2.0676449538404,2.05321245527238,2.11517951406847,2.27206722150564,2.13680673832657,2.05038498539322,2.14821437583544
"LOC100507156",3.41262317008331,3.44318582927803,3.3833591222849,3.44578270975514,3.61759401346748,3.50955858855944,3.55810025221089,3.8619662816288,3.57435043150586,3.10284153641758,3.35037087444818,3.65419245418175
"LOC100507250",2.4055301125964,2.32972581501519,2.2277901222702,2.15573131679478,2.28310683500519,2.44247621314325,2.29713434743227,2.40636461771144,2.36603389724955,2.44964294661209,2.25414019242179,2.40745157119377
"LOC100507336",2.73232097613411,2.85930301433335,2.86209478484646,2.88060071927558,2.79982760515751,2.94881961164175,2.80921200919993,2.9641585090531,2.7904432011151,2.64513517446201,2.63208282901012,2.62914882534604
"LOC100507351",2.48334005487046,2.61067802326194,2.50581895544252,2.57810663367706,2.6296873668443,2.75415172685587,2.55886102688917,2.77244125016054,2.79565532226433,2.46620926405898,2.6149819832795,2.60387948294377
"LOC100507384",2.12139611010465,2.34035681128348,2.13069728142306,2.28471430295694,2.2033819276684,2.41403794079672,2.08611379649446,2.40513439734886,2.2366339849039,2.08939481068737,2.36427460318959,2.22773319433285
"LOC100507389",2.30135188445957,2.17375863175194,2.12786674755043,2.18549093186125,2.19694548803418,2.23603070811455,2.24088154517058,2.33390181572942,2.35241990232104,1.975353309937,2.33194124142883,2.19045802169697
"LOC100507395",2.97989358357587,3.33728013531369,2.98677369341104,3.09989025106781,3.2247940905567,3.17786669604455,2.94197127835176,3.42544369219072,3.00629158197619,2.98851300991049,3.11769843411163,3.0690200250777
"LOC100507403",4.47408804158649,4.04516310942878,3.91514828726088,3.92554177875248,4.04757540962792,3.99854558753345,3.90477787247708,3.82312679375408,3.95570557782123,3.62536982236567,3.88227126611187,3.828905450072
"LOC100507443",2.19767443925401,2.19205390199635,2.28736735066671,2.25001390191856,2.22969783295525,2.60424234310275,2.17009485435403,2.19494124105633,2.3423702683225,1.89204070062601,1.91257700730666,2.273263900671
"LOC100507513",2.36464753914763,2.41397740597018,2.3025764141405,2.27421052598029,2.2994323165697,2.40759756992639,2.32621843048672,2.1243694000982,2.16921666244773,2.09919008753868,2.00985936540183,2.6053526179013
"LOC100507560",2.8283564486378,2.9208184914109,2.78543187190544,3.08299621547434,2.92731940428531,2.9384145283441,2.96323980054772,2.94608352581806,2.85342438018725,3.02201257283839,2.9320923549318,2.90830745088237
"LOC100507562",2.23274552550632,2.52135871529159,2.54152594072102,2.72547672836313,2.59089098899719,2.49544652170552,2.53690025465539,2.51928550634913,2.37516236678771,2.49747155430104,2.53865646493502,2.61809449345222
"LOC100507634",2.07270235833053,2.12583330206308,2.0948983532707,2.31907743992386,2.15663506606837,2.12691952362709,2.05425288912609,2.16291403278693,2.14152810326796,1.89579569962894,2.05915031608572,2.02199298143776
"LOC100508046",2.00505397128537,1.9791462902426,2.04806098650254,1.98753065084992,2.27638816202212,2.20140085253068,2.04163134117662,2.07601672401801,2.15387666117234,1.88291074605767,1.83520419742716,2.06541557036865
"LOC100630923",2.30381245044808,2.3842196782,2.39883071868956,2.45334364226527,2.48335735190024,2.41760868881252,2.45767131138054,2.46744328152428,2.46778681577815,2.46978078850509,2.3717226760135,2.36775905589199
"LOC100652768",4.2060033371867,4.17560675485834,4.02549821442079,4.17887277300503,4.40471746562918,4.26959230380414,4.28193982872618,4.06089336601435,4.59031524886597,4.21951787043768,4.29942630957155,4.48957996189713
"LOC100652999",3.05673107750762,2.94942172585186,3.03912553819775,3.11962769969858,3.08868118239997,3.26259694038602,3.17763395891213,3.34094552177628,3.10671186478025,3.07678014231629,3.06162144048502,3.07131724539004
"LOC100996385",1.86682649815739,1.95266101816157,1.74883116628136,1.76205528713354,1.9077584627387,2.08201565435776,1.73100962036407,1.79353418986628,1.90338766793579,1.6192365535414,1.83058896580135,1.77882285179516
"LOC100996549",2.03676615558784,2.01225848813041,1.98325194509701,1.90570713178344,1.88993028968728,2.24985975235795,2.04833893609235,2.06043270507378,1.88928454888422,1.94347748119407,2.04210441030398,2.03126149255661
"LOC100996583",2.25458961386206,2.08447799832242,2.06937583045488,2.35083894425984,2.42317586671519,2.2666473444678,2.17009485435403,2.3570408870222,2.53011047300933,2.07088375322691,2.16371178246474,2.36805462303284
"LOC100996671",2.49989567616651,2.31491648281298,2.2307624623761,2.48016897119391,2.598169189834,2.49434678368429,2.31491648281298,2.49989567616651,2.39496842565789,2.25997138883226,2.42238937510074,2.7494155962737
"LOC100996681",3.81689786971364,3.97769471145355,3.91475011724701,3.74087445737841,3.89688437735013,4.00070233809635,4.1031210140584,4.11193336971938,4.08778334738523,3.67122731350278,3.72873001099711,3.83845085799993
"LOC100996720",8.97642939224877,9.04355113136057,9.07301273385294,8.95590678777283,8.90857055855186,9.05689093294929,9.21326228119961,9.08003862494236,9.29922357636657,9.19092402579508,9.13502994878134,9.14052012406531
"LOC100996756",1.98755767438941,2.43265029415349,2.19216602437004,2.24979693194704,2.55277536356666,2.3240203795051,2.36413321121919,2.60436453366905,2.24979693194704,2.34525376564446,2.36652202357312,2.54537034704355
"LOC101059948",2.16216343338087,2.13069728142306,2.3194954243539,2.18115226114218,2.36434834740969,2.14918235687578,2.13571407352989,2.1579756487772,2.1417441506035,2.50291338705897,2.3318270835025,2.20068601776176
"LOC101060400",2.17879795816076,2.33429324620759,2.21591845456099,2.42435325945262,2.42451988204856,2.24521742251097,2.28298409383773,2.30025485701765,2.31585479264404,2.29026377586187,2.20266389916834,2.40152535129621
"LOC101060553",2.64318009952146,2.63883253731223,2.67951517488727,2.86799546379245,2.74205298665044,2.9550528567452,2.61959750788171,2.91692389868488,2.94578014272305,2.4610015470086,2.60586762621447,2.71781648991727
"LOC101593348",2.77707902558959,2.7421904708869,2.60324651205054,2.57172483191257,2.78257562111142,2.72359961177214,2.86052541059878,2.83182955293674,2.70251241801529,2.58552291760145,2.65135364829734,3.00082148083368
"LOC101926907",1.96544187016563,2.35620693301719,2.17013934135812,2.11293232819801,2.0262556514541,2.4974063790765,2.07278022999582,2.15460588028471,1.90068258784958,1.9867149335966,2.13337702548608,2.16838635244797
"LOC101926915",2.31357408361416,2.49887813030314,2.27241830156486,2.56035682201671,2.65600164339415,2.8838220567616,2.6781300646419,2.59742597682009,2.84931303962591,2.41751264937668,2.6781300646419,2.57465530042447
"LOC101926944",2.24391525378738,2.08794735073362,2.33397394926693,2.16218726859333,2.16728487245835,2.38210670691836,2.24391525378738,2.32764606794207,2.20129388799711,2.19723869907462,1.93726777351354,2.16954677419743
"LOC101926948",2.21257673946695,2.73654205601775,2.21846488264187,2.36884680842182,2.3004720933333,2.68234158724207,2.45123877379941,2.45298698533589,2.27305114389045,2.55029649699325,2.24012320045486,2.67761104489068
"LOC101926959",1.67250363256579,1.91897629504006,1.72193130214067,1.6210976846132,1.93948410792559,1.91897629504006,1.88067503949765,1.8326394428194,2.06401568427053,1.78601933629221,1.83610765987902,1.8188521925798
"LOC101926984",3.57780071847651,3.67310310051687,3.66480750915475,3.81697700532944,3.93145463200409,3.88721800682892,3.72019282700783,3.89697667155835,3.82057084061273,3.51307669278246,3.75058961303198,3.80920529227187
"LOC101927020",2.51312761128759,2.85126790402632,2.51413553592804,2.35519604739496,2.58609506852074,2.83480165825004,2.52617236065879,2.79178755474404,2.46114872689484,2.36643577801207,2.55165942273664,2.73791065673936
"LOC101927040",2.1350691692255,2.0858761810941,1.94200404566267,1.8764315779012,1.82555319204978,1.87702884514197,2.25063629398626,1.89592463731822,2.18973362359326,1.86525863207362,2.11864400243958,2.06797974741382
"LOC101927044",2.53483663230555,2.49131469733094,2.59992591316188,2.58615970259007,2.3008785695794,2.42240447915903,2.52702614350992,2.59992591316188,2.41655473599761,2.51358532969886,2.56721741367648,2.67948621339452
"LOC101927069",1.81883561315112,1.81489582409458,1.9229661176584,1.89939536902428,1.85296987030193,1.79678150893913,1.92774354895068,1.88447289943678,1.86413206319011,1.97484357608763,1.91021108404537,1.82146684116708
"LOC101927089",1.85854869378952,1.8722184151653,1.64957938118626,1.83199551371397,1.92519748564618,1.76231436928815,1.77597012331175,1.70584678760241,1.86124301130096,1.76275302925815,1.96833154046286,1.85556584082656
"LOC101927093",2.66049429188174,2.51552357568406,2.3514826670369,2.52203651337589,2.37179897657573,2.80045070822932,2.52203651337589,2.62473747308482,2.61026164159493,2.22301721313083,2.45918705647149,2.86036714654683
"LOC101927098",2.64010080000964,2.69320850683773,2.55624773535534,2.14904048200461,2.44247621314325,2.45626570797164,2.2775111457476,2.45920792450559,2.49379306426993,2.27873201986619,2.26828461158284,2.61124700483663
"LOC101927131",2.30135795691725,2.4342177099504,2.2249895942594,2.57492012455932,2.25996051833133,2.37788461747692,2.51888292455173,2.73357916464444,2.616529513882,2.30987775390548,2.54979101894317,2.4646657797862
"LOC101927143",3.39138744603551,3.48057042230354,4.00372999804772,3.7488636175798,3.64123012515554,3.81917463643469,3.69541900344159,3.68553269247743,3.57631896185011,3.63699102882598,3.61593617368155,3.76705848190742
"LOC101927157",2.49119295190588,2.61526217851786,2.75732478781352,2.79923032197538,2.62323661753626,2.56219840149769,2.44081967894008,2.79847145205618,2.81589176016205,2.40558969895156,2.59048296439249,2.77716916918066
"LOC101927159",2.53421038848075,2.32840322372685,2.57709863442195,2.92054578257083,2.5654207889779,2.5146426716805,2.75561439895775,2.73083062208694,2.77253597575805,2.72377317569147,2.62595084465361,2.57084581163515
"LOC101927164",3.35647266806846,3.20007069969385,3.2334465818567,3.20522491597371,3.12090436923394,3.72575166665478,3.44873149456009,3.37552482175211,3.70971627353173,3.14469486029799,3.56621788922315,3.44307244446588
"LOC101927166",5.84337026184385,6.25588818095997,5.83410768431325,6.2601159562234,6.17266265697758,6.25300714440326,6.37787214584852,5.99383860767272,5.92634230592031,5.66655601887467,6.11121399444486,6.20895779639193
"LOC101927247",2.78189165400662,3.0251658357441,2.93003706869312,2.91871122056423,3.13131469091447,2.8900412705053,2.89814086715482,2.85121145844058,2.63996084116857,2.76053172705147,3.02919779396979,2.88311058728684
"LOC101927253",2.30953695623607,2.28218868550888,2.35620693301719,2.13761739633411,2.24513240819734,2.50607928901299,2.25451314848577,2.19858463569123,2.25358780135952,2.24784650463541,2.06537521347271,2.33534817858431
"LOC101927263",1.74282652559389,2.13069728142306,1.79033843304957,1.8139290029869,2.3272767674882,2.20084506883819,2.09271180593993,1.98707809828732,2.01233450300572,1.93631368278062,2.3746571310991,2.02151595977731
"LOC101927268",2.5522058240982,2.63337201303247,2.5313860424337,2.58306660367456,2.57729360752128,2.52322169033235,2.69439558206519,2.55054899756645,2.55240962632039,2.56679832588999,2.71257305189312,2.70112643378519
"LOC101927272",2.20185534244794,2.19625918102414,2.04201086017058,2.25001390191856,2.10179395206973,2.14599896710932,2.1670260736885,2.23430957718976,1.82309843621446,2.19350261347961,2.15721886008154,2.21714142173557
"LOC101927310",1.83491152702601,1.71129749889375,1.64217328705929,1.73722621640754,1.83785311301552,1.9255343884879,1.93558899161375,2.00673119279148,1.69887887645335,1.87954284541069,1.73995678868046,1.79374660671499
