"","GSM230349","GSM230350","GSM230351","GSM230352","GSM230353","GSM230354","GSM230355","GSM230356","GSM230357","GSM230358","GSM230359","GSM230360"
"ADAMTS18",2.52483406505718,2.87431048393815,2.50574181183767,2.74120610494163,2.78331821023253,2.73311784194075,2.75031469500947,2.81742432468707,2.6011624735983,2.43810359882618,2.56481420001004,2.58864812921535
"ADAMTS19",2.18425457235315,2.26628551383476,1.86871942582112,2.26958983820454,2.07278022999582,2.25458961386206,1.92636420548361,1.91636391708706,2.07118473829996,2.09962432272323,2.25341097295083,2.17983460769214
"ADAMTS2",4.26800854117845,4.22434718363708,4.44053042043601,5.00982497936863,4.90142625085755,4.77651556828883,4.72894821891927,4.63556170114465,4.72992500680773,4.83547426154664,4.68548725009959,4.7323733655424
"ADAMTS20",1.81349951170971,1.97176961242153,2.02663221345809,1.93550749745493,1.93199206289035,2.1211827483839,1.98487048258202,1.98194084014325,2.13546636529889,1.96863115960202,1.84520614729073,2.08519310244006
"ADAMTS4",2.88804485696267,2.86410158617224,2.7828915874976,2.70333128726495,2.70333128726495,3.08043535896361,2.92961198209075,2.96413086324804,2.87607322156746,2.77139707125209,2.83059958535974,3.2165852018839
"ADAMTS5",2.2105972949421,2.29301872540738,2.25347238366733,2.20452267914582,2.3244525779781,2.27414264183402,2.30739969923703,2.33964690764311,2.3645941786889,2.2225367956664,2.24767486887828,2.25533662910694
"ADAMTS6",2.2267181717493,2.26417110200367,2.08780271785454,2.26189126723444,2.39765798677159,2.41498174394612,2.13747543158796,2.41495551291139,2.35159048863073,2.25402328506739,2.45168757745234,2.36126606217088
"ADAMTS7",3.19203075249681,3.15951964694988,3.09548374110883,3.11874419196068,3.20297164984986,3.13717283738743,3.31527613179967,3.10993392992271,3.22578887931167,3.21298072467534,3.1623963378883,3.23142259973811
"ADAMTS8",3.47399941383054,3.51263336850601,3.19475683622797,3.40361707135519,3.33549389635569,3.6315481575262,3.38164215806025,3.59439262144456,3.47818490361825,3.61903659719604,3.62762363377402,3.40090649064512
"ADAMTS9",2.4504221038401,2.48265251178298,2.36847937346382,2.51829289109071,2.53274837014778,2.44725911649404,2.43270372987514,2.57561149985543,2.50087939028185,2.38770145170402,2.4650296905407,2.51036176823051
"ADAMTS9-AS2",2.28271965881651,2.21588124164987,2.24025501726762,2.23888342179072,2.19454232290504,2.31492018369345,2.36467257201124,2.29585073249199,2.29504941283137,2.20347339392757,2.31173781869783,2.40099601526423
"ADAMTSL1",2.48302538199371,2.56689462009044,2.49119887985681,2.59032005052626,2.5544540560604,2.59005267024819,2.47190794790994,2.63436472049875,2.55960850844185,2.41495867152622,2.56456091988194,2.58279190037365
"ADAMTSL2",2.74749721245416,2.54080784348565,2.55323388982396,2.54871709137063,2.37959726208574,2.78257562111142,2.73718999998044,2.44302434186447,2.46938375212182,2.34970268645475,2.40901689549079,2.36464753914763
"ADAMTSL3",2.62864174137109,2.73045552672487,2.74148149823365,2.74224809332334,2.75356890768093,2.85158222741505,2.62915991419593,2.71891039337051,2.77443497907203,2.60035814979508,2.57101773237202,2.70939297402564
"ADAMTSL4",3.06141798155955,2.83848011413762,3.13299666903005,3.17117988921481,3.3140682613547,3.4404573120743,3.11097324880417,3.18435656982491,3.20347360447942,3.33221754448677,3.28301416879857,3.14743684881086
"ADAMTSL4-AS2",2.8415571551935,3.10729700493532,2.76092826620023,3.17728305469122,2.85897774788699,3.3101202478872,2.7276493880275,2.93799605963088,2.84781365543504,2.50922007125833,2.66331208119742,3.12090436923394
"ADAMTSL5",3.35092388137774,3.66858846648271,3.1193174359786,3.47768473543359,3.508312855606,3.5558331553624,3.12346861336484,3.4658975252206,3.35206496949758,3.16742860337229,3.13457108817572,3.35092388137774
"ADAP1",5.97298972445486,5.96960621792458,5.85104904279593,6.257463013507,6.11629710872287,6.16573205732779,6.30161485967826,6.2347762672532,6.68495774773113,6.4906634870634,6.08194290817896,6.21495322768164
"ADAP2",7.28614254835653,7.33346422564101,7.33790266601782,8.14792687674809,8.09397440119789,8.05165853042059,8.13494891853181,7.95491728586586,8.01237783590194,8.22858386123792,8.3287355115974,8.1826385272418
"ADAR",10.1781440925591,9.99163567184702,9.94329958155554,9.834958606599,9.91320241346514,10.0442083585982,10.0700142758673,10.381941233455,10.0107361118649,10.0708304064778,10.1737761518628,9.99729776783047
"ADARB1",3.28400578627468,3.26065864046778,3.30281849630596,3.13230018106823,3.09438285596581,3.27713947279757,3.16847677668806,3.25242339268618,3.04099680057188,3.10201576024901,3.34384285058485,3.42132419790591
"ADARB2",2.7596456431391,2.939963471613,2.65906897425288,2.70155316435504,2.59372145894011,2.75373689439183,2.77929535835869,2.77720008501024,2.85673747943189,2.65360124689043,2.57535010908728,2.68050660566601
"ADARB2-AS1",3.76024471294207,3.83883636004488,3.59163138767324,3.57304420089374,3.76808311569931,3.78342355902959,3.77303940207512,3.78504013219243,3.74003988517578,3.62556883049805,3.36553262562601,3.5623094345519
"ADAT1",3.37355706257,3.05821238503144,3.57004223989452,3.6460590082378,3.42094538357915,3.33961815767352,3.2731754443996,3.20878542970909,2.61464108461464,3.46799975645793,3.36917327318709,3.33725440444168
"ADAT2",2.52398605937976,2.39082707180859,2.77156948774185,2.54598255384915,2.60732968476354,2.65788771798057,2.49575918747406,2.56479917567354,2.71768248488901,2.65660386184098,2.54150410299288,2.7390555084688
"ADAT3",4.19711089024507,4.12624692472419,4.16866705202061,4.15526060904739,4.262243000456,4.48726086411201,4.18773233493806,4.22765073674887,4.46156695014839,4.3249653178212,4.15200207255602,4.41666021382093
"ADCK1",4.17561591130394,4.11226719715559,4.1480492340527,3.91027030334972,3.83657293479811,4.37232306120759,4.17087659299353,4.18892381009227,4.02099006238527,4.12535514317891,4.08375540172296,3.77541778596194
"ADCK2",4.56900003490868,4.35790382171679,4.33768034685361,4.45876697519143,4.43300613506167,4.47112680445285,4.50044503706082,4.50100535475723,4.74303501534034,4.48982588712704,4.41363694384036,4.24112388717354
"ADCK5",3.86021098817067,3.60149551093186,3.51287843567832,4.30540149146962,3.78377867773969,3.4423736908967,3.73432565499478,3.63036843978832,4.12880062531499,4.28983813762001,4.12759916972184,3.9261020104032
"ADCY1",3.134430347413,3.16593436375895,3.10837870018068,3.44165800884388,3.29313154217372,3.67485088327761,3.31985304655581,3.56691537922711,3.45887114691958,3.33005112424003,3.48374788974386,3.54888970867111
"ADCY10",1.9535760796486,2.0249584988681,1.92881933251917,2.03096114489923,2.09566152419706,2.03542147449208,2.05543558882788,1.97874270153332,2.16216056940977,1.81554042043494,2.12901125861525,1.88240677726662
"ADCY10P1",2.71673213991266,2.75643639741154,2.89833286038072,2.9701999783026,3.01991718582421,2.70860229458851,2.76554897613268,2.82811166631553,2.82332765124425,3.03676799384214,2.90624750323347,2.76095958203487
"ADCY2",2.58444398321331,2.70712690758577,2.5081398464103,2.71054071166682,2.7646339262091,2.70766581936393,2.75879384335878,2.6991976234359,2.76597099831262,2.50085489223851,2.6401651161863,2.74338571502843
"ADCY3",5.59615013299474,5.57797557081858,5.55297315080085,5.52807924247533,5.4986235362094,5.45473905850401,5.48688938954615,5.69152017411598,5.62448350975697,5.67466482929606,5.58698620941809,5.57020929623364
"ADCY4",4.83545415973878,4.93203161495097,4.67047833812893,5.17129810566384,5.39146776505318,5.4388507009018,5.64659193682136,5.39282255848092,5.77403192361707,5.46451023467388,5.58791911282448,5.42587341599058
"ADCY5",2.64255791388562,2.83893924032112,2.48463185236652,2.6825506404846,2.68308230928989,2.79177911318389,2.75647542581008,2.84054954830579,2.82066208328645,2.65712894248084,2.8121367707297,2.82009714851596
"ADCY6",3.64498827961771,3.89926623722678,3.56787670264081,4.0447977656157,3.9830019938716,3.82298976778668,3.69383581070683,4.0505110447966,3.80286425173646,3.62018239695702,3.93134840113236,3.74214817462412
"ADCY6-DT",2.12448633184466,2.35620693301719,2.47908120424374,2.48562808940534,2.35324245484777,2.36653028032837,2.07826908974835,2.46471689133382,2.36120642337724,2.39247088688647,2.43666740864862,2.28042036316676
"ADCY7",5.59746550164248,5.70805874674611,5.96305166867765,6.54743226932781,6.29148874499909,6.2260572357798,6.22732806527352,6.48787795614444,6.43031553650232,6.53009459476366,6.24513055932719,6.11372494711114
"ADCY8",4.53271252844663,4.28381261448415,4.43596224711197,2.93634812606988,3.12090436923394,3.09083446505004,2.85956255934819,2.91610409412029,2.92584388978183,3.19638433094193,3.31174757804568,3.13763510843428
"ADCY9",4.43303276855838,4.27738130755471,4.40746709948007,4.67687255320414,4.57771812766335,4.69967643972822,4.51101217313693,4.86982333666716,4.49312075160811,4.68058701542095,4.64573500458253,4.67516906660079
"ADCYAP1",2.29478530604176,2.34173506766154,2.16921500203582,2.15020844259581,2.20595771371057,2.32553262217501,2.24885043949187,2.2966312560007,2.38716022838548,2.16483300995059,2.21673250257226,2.3700156949962
"ADCYAP1R1",2.66811629596692,2.80800687855758,2.46080122745404,2.55385304694371,2.90252146438121,2.68633854965082,2.77170105859202,2.70666531767923,2.73844292783625,2.48330257191365,2.61419880528008,2.82558809786669
"ADD1",5.61621366714014,5.75077529781622,5.77267166709537,5.81449861314999,5.7973266511393,5.82361703541109,5.81298786655073,5.8204943193502,5.67668131394933,5.87199020391767,6.02003038347611,5.8448177288054
"ADD2",2.95177623140072,3.04400698563541,2.88983085254737,3.16887064013891,2.97682344382048,3.10431339675063,3.12164144568088,2.97683867525203,3.04131926777255,2.8887445431015,2.94612651697398,3.05339134974522
"ADD3",4.66529706861522,4.70159939491113,4.58405181607155,5.80479877671815,5.83721089193544,5.72845168563861,5.67489632149601,5.69487019246562,5.70932150115201,5.9751290929883,5.83795498368269,5.66394229697387
"ADD3-AS1",2.35531555385673,2.34515880024988,2.26905733245829,2.31851563572139,2.4047548304404,2.49093290364213,2.38539813336458,2.37170548980239,2.30991427708862,2.44936261945805,2.30975928162134,2.36737296496414
"ADGB",1.79270262465857,1.74479640183832,1.87058405451959,1.93014842568691,1.82258654683727,1.70161303282482,1.68618508735241,1.88374469881048,1.83770476790914,1.63867864885706,1.84077624702772,1.65720046857052
"ADGB-DT",3.45720535598261,3.45477449681725,3.43062630674343,3.47171338112478,3.5898009198633,3.51088602125186,3.74707222626152,3.61787539717918,3.49289783759925,3.3373046513337,3.6075906613818,3.49705188113112
"ADGRA1",2.6076200755705,2.54282824598347,2.6845424777672,2.68151417116204,2.58960885673985,2.78563145003775,2.66858731492762,2.60145096806591,2.7904432011151,2.45653825888639,2.84609548207955,2.34444306979903
"ADGRA2",4.50801640165549,4.38824247895023,4.27890004288005,4.80231371889987,4.83171981679615,4.76246303346065,4.85053233663688,4.72389593182846,4.82970791197035,4.72321896264893,4.74226140927471,4.69640845283697
"ADGRA3",3.5357999447829,3.21181908347352,3.3575344460996,3.1629505183775,3.20288754114964,3.13070568408846,3.31439253865633,3.16243526561918,3.08625636415902,3.24379587841714,3.07959165257667,3.03888534155519
"ADGRB1",3.3438005576118,3.47123881618914,3.32176086824918,3.22255399427787,3.57608347267339,3.49851287964834,3.54980928978535,3.45565150478631,3.3395470517806,2.9176471727392,3.40852261924241,3.67797892358625
"ADGRB2",2.07404174216024,2.13434195236053,2.13489968559701,2.04282878701421,2.18167479725506,2.14193940751975,1.96494952392647,2.198997592086,1.99684373845634,2.05088188431551,2.01597093447389,2.381457408285
"ADGRB3",1.97070460179776,1.83762623591468,1.80095056183913,1.82154903370062,2.08589523296103,2.06465044325808,2.03671882500347,2.0504112247199,1.97125957191742,2.06375668018897,1.92675981661864,1.97459784904766
"ADGRB3-DT",2.00909567065019,1.98795791632921,2.17652533573676,2.07983638165268,1.97365235965037,2.09496697437463,2.02039857949833,2.18601425820305,2.09523483242987,2.26950260069197,2.20372597029677,2.09719153780951
"ADGRD1",2.35836721016088,2.33417978105606,2.29594362066886,2.42218832432193,2.4788712743468,2.59012347964239,2.37174777403566,2.45998452931601,2.50922497049965,2.52203651337589,2.5090820997128,2.85982572791803
"ADGRD2",3.90229055878702,4.01177346294255,3.85551036815018,4.00198555833967,3.71906498333589,3.91500629900847,4.00154124523859,3.8587268125732,3.95565063098275,4.11368554171018,3.85643055372712,3.98305133248364
"ADGRE1",5.68167158131472,5.09031381131755,5.6205764703633,6.27500962910237,6.01405908222187,5.65961725542139,5.94002093381995,5.63155426374526,5.92905313176344,5.72696803135371,5.27244520936998,5.59637257202198
"ADGRE2",4.91851765236681,4.71128672538747,4.77037237362837,4.73535047284327,4.53472134293363,4.40964233781638,4.55840495912048,4.74866865679846,4.49052918874571,4.75595460478952,4.61472671313667,4.63664684546657
"ADGRE3",6.75159565974891,6.75535602567822,6.75493898337944,6.73024769083993,6.88520004095057,6.64166307855025,6.86145292206992,6.67953434307619,6.79001283386973,6.79072847008965,6.61789339592928,6.5954670057095
"ADGRE5",5.30604774032291,4.98976401019042,4.84605674178309,5.7168496765983,5.35143839409875,5.42453041716552,5.20634817235867,5.61394112283201,5.7588484012461,5.6797426112455,5.48797867328818,5.32355434918422
"ADGRF1",2.07944851636478,2.09690132869836,2.12932126109638,2.12047647097653,2.14165829440886,2.19101056844865,2.25004082938723,2.14744306591668,2.09071761398003,2.19268775865929,2.04857119013474,2.17398503900657
"ADGRF2",1.73239639882308,1.95521718042907,2.0929577815228,1.93518392763089,1.74051465217901,1.95437830682004,1.85331261134952,2.01142733456527,1.88416955862729,1.64988312610545,1.99684373845634,1.92044285144729
"ADGRF3",2.87482732961792,3.27154475885411,2.93806542284965,2.82422608851494,3.08000152137718,2.82264787865956,2.96485734306218,3.1337119328799,2.97212486452553,2.71580267775244,2.83019679151069,3.12920312674208
"ADGRF4",2.44461456033482,2.43548918874447,2.53844187636787,2.68306795750523,2.50345667785828,2.57446678450557,2.48702895264782,2.49485660785625,2.28242279197006,2.36058662829064,2.42943282134624,2.46234468715642
"ADGRF5",4.16242190466074,3.64094535897781,4.18989640835022,2.70420789658247,2.78448365163336,2.6442979451653,2.59515069705504,2.6998270134216,2.6483489072546,2.6520754749758,2.53838934785288,2.62845783907486
"ADGRF5-AS1",2.3105236812711,2.19625918102414,2.09792770646462,2.23455779853854,2.27330047222714,2.41093139810837,2.2411023577153,2.27948294860124,2.29209449402493,2.18700457980579,2.31258647012591,2.40106871053683
"ADGRG1",3.1365035017688,3.19378493048948,2.98443949109491,3.0962634069202,3.14458545251419,3.27472356351464,3.20443501365258,3.10401981731289,3.24184586883226,2.99821990689145,2.99527085782609,3.08983098799877
"ADGRG2",2.70423862609369,2.29385071898907,2.7249057673542,2.27475262500288,2.46367548235691,2.41734692196339,2.61190346043783,2.41220052905207,2.5568370893326,2.4384872792696,2.83173973896174,2.20313825966979
"ADGRG3",2.5504117553185,2.82278882591433,2.42742612354871,2.49330879572343,2.49625086230472,2.64206995384726,2.44088362939122,2.54351035790926,2.51283274583053,2.49992012728903,2.43167392980051,2.55869990784999
"ADGRG4",2.09528455853431,2.10707526565211,2.25286054572609,2.24377840196525,2.07749469532433,2.34215114453694,2.30181851303489,2.39319871835577,2.17763031823603,2.31008233318656,2.33535271283211,2.22313569625113
"ADGRG5",2.83800757918845,2.94596708515038,2.88348861797135,2.88756649018995,2.85710803701484,3.07967157071377,3.11720463970883,2.9162294779469,2.84005221064051,2.80552985972457,2.92413327847301,3.03339486138097
"ADGRG6",2.32176081232827,2.21874534618347,2.0649058684012,2.1781822431304,2.17082572398068,2.19638009692883,2.21155215634851,2.15657285643497,2.17999350262098,2.16687096304238,2.23610610904453,2.15924396802306
"ADGRG7",2.08793941752497,2.06537521347271,1.91963049441974,2.0032403806506,2.05021602594356,2.25458961386206,2.1354601056017,2.10575743694126,2.21906415541936,2.11686075162635,2.05399049851465,2.25014263278353
"ADGRL1",3.70440808069939,3.66040824256247,3.69222890059805,3.82079923346125,3.78951276222928,3.86566246485619,3.92390554943763,4.0547148211392,4.01934927952555,3.80408036817829,3.79950067342353,3.77454440574499
"ADGRL2",6.727787410192,6.6352533620758,6.93091724601291,7.81086687675314,7.54885160145373,7.35384893095808,7.45773797178456,7.54266090566776,7.45576977345257,7.46455573290908,7.42156760809788,7.39879919246975
"ADGRL3",5.72695817238897,5.50414611364295,5.7712213899816,6.76675293298759,6.86135102214487,6.62669565890411,6.71052418759756,6.82605199133986,6.83894384225827,6.78159985293234,6.63241713363759,6.67970735594969
"ADGRL4",1.95660635283385,1.9423978224486,1.98777279511476,2.05063180796306,1.9747313088621,2.12710834541321,1.97528130059755,2.00527076111217,2.00292015061436,1.81637409027968,1.99684373845634,2.13576494002824
"ADGRV1",2.40875982085046,2.41833220035721,2.34377726793708,2.44392792174779,2.30667726547283,2.44932412825156,2.31127782331015,2.39324378875886,2.3362754508567,2.42632292168408,2.33688957109953,2.3887299838411
"ADH1A",1.90662977754414,1.96172590682921,2.05146772110317,2.14163433628985,2.63101975207751,2.04799518695526,2.18885007657898,2.26727470215651,2.15067047022782,2.10464712849236,2.031544556276,2.27145537919616
"ADH1B",2.08332717229428,2.2249952836828,1.98750138935606,2.11932121139791,2.18107659519661,2.26679434401513,2.06317636802157,2.08651740663268,2.09026964998377,2.06014531996876,2.12662862788796,2.08413132243849
"ADH1C",1.93631368278062,2.07917403638607,1.90685644700177,1.75987423005929,2.07278022999582,2.08431541823444,2.10244111358672,2.17753564890999,1.99248213845024,2.00435229205318,1.95640961089099,2.05227053327305
"ADH4",2.68893900456861,2.77624552305462,2.73514009641957,2.81817403273588,2.6975565004703,2.87674111078839,2.74843009350504,2.69677050093765,2.68755171571645,2.6707426064618,2.68244941233081,2.73747247195309
"ADH5",7.45405869020836,7.30637539056131,7.54571487150673,7.36563597997108,7.36797315903485,7.26817444996771,7.22179797183694,7.26769204018003,7.65262583323945,7.50221986717839,7.39008092586956,7.2222491169224
"ADH6",2.37765741704054,2.57046087594396,2.42929804310697,2.27209997557157,2.19330259600714,2.59071500664494,2.57127177443015,2.60282538644215,2.55707454285822,2.3168832682209,2.53930620842679,2.42837035280577
"ADH7",2.3424431117188,2.62428754858804,2.43243153564286,2.53840865349804,2.52968601492575,2.6993005725653,2.48561776296948,2.59398994136381,2.49809817778683,2.17946499848908,2.52968601492575,2.35691351714018
"ADHFE1",3.94954638459458,4.04338785706494,3.97371393012982,4.15244971109193,4.1138258875161,4.34161431652053,4.35539006923095,4.11120959540294,3.77052838732892,3.78882847378577,4.13784613065571,4.34161431652053
"ADI1",6.9576497765301,6.87993989059608,6.97800264206265,6.9480324400084,6.900979998926,6.67986199364187,6.85813759592945,6.60944079658078,6.84646204315795,6.95914363042313,6.83360149563615,6.80222559567189
"ADIG",3.54233497689544,3.7688330557745,3.45580703654057,3.5737299998148,3.58172135477705,3.9279657781841,3.66808255879634,3.74799106943081,3.64157076144084,3.57778534170651,3.61193637426987,3.90749318125509
"ADIPOQ",1.71889613668987,2.09051186085325,2.19216602437004,2.00545224869875,2.14149484771872,2.30387743252271,1.90260043001017,2.19781366584986,1.84512557456081,2.03564925888611,1.71857631375564,2.11724428454818
"ADIPOR1",8.06566127432975,8.00651443932427,8.08806924910339,8.06397425946557,8.08105200523246,8.03539581149163,8.09805237504602,8.13435962073633,8.28448049872792,8.24148908826222,8.14389112670792,8.03255123656703
"ADIPOR2",6.73656121056444,6.64916070852329,6.76882450011942,6.43844803142763,6.40175166507411,6.30500796914472,6.4249143915257,6.14102956404573,6.34140206472877,6.4241013871417,6.38332691612056,6.3234995469423
"ADIRF",2.70251241801529,2.76690082355913,2.63539640554828,2.7417784432247,2.80951511054359,2.90937614540672,3.08439740091368,2.80098386125378,2.80951511054359,2.72335191978117,3.19313845391327,2.77795566885376
"ADIRF-AS1",3.85955980180888,3.94257892403863,3.51540935079105,4.22235609223691,4.28924499743946,4.35714373976622,4.2721824628834,4.53361511347515,4.12704887485207,4.04628212703137,4.560298447592,4.4088992943279
"ADK",5.07801413252577,4.94917959270611,5.03968258514462,5.06735937319791,5.06846415824963,5.04838653434007,4.98243322895552,4.87711912874142,5.35462407339192,5.20389931994834,5.0670650848781,4.90647779848181
"ADM",7.42868957497076,7.38851751214374,7.35667223156442,7.2519120466433,7.22447701410149,7.15456784479254,7.09674055824181,6.93275239886827,7.22705376230498,7.1127243631006,6.99322392592536,7.06325091744085
"ADM2",4.63280879111014,4.60351586450888,4.64881980163748,4.62404975148241,4.63330247409513,4.89117570499032,4.73128018916854,4.593707223459,4.70210340757047,4.66482020849377,4.55032094356019,4.74296175118991
"ADM5",3.4453603817358,3.36105814518204,2.87948006002223,2.8339883677731,3.06839049990866,3.15069721993828,3.22459046144149,3.11612662628101,3.15654533564898,3.04961470765488,3.01382633338525,2.69093925502192
"ADNP",7.30958565633725,7.23755878914377,7.40695054744092,7.16835158363067,7.13147194665915,7.12690683123214,7.29729496507407,7.32533914800435,6.9941947301756,7.23807928296371,7.1804552549196,7.10146738301694
"ADNP2",7.31996561672886,7.22346110211689,7.24099261560528,7.08136685423561,7.10757123846532,7.0663833466683,7.14540493658356,7.05067006873475,7.01743844821785,7.26208516870454,7.15418389873803,7.089328483404
"ADO",7.03408357847535,6.73221137025408,6.92887308044341,6.74615176875214,6.65757781124177,6.51210345075363,6.4846194276721,6.85171688725978,6.96147316548656,6.83224206752489,6.56084816364402,6.50911859251178
"ADORA1",3.20156433491112,3.23370428708864,3.16381689878856,3.21535435134369,3.37084233010464,3.37836235747047,3.1466390726036,3.21949583327067,3.0975152121815,3.0765522815727,3.15104326031139,3.18476183358348
"ADORA2A",6.28372856068406,6.14127390439669,6.49080840375374,4.25483184931954,4.10998768852341,4.31301112719261,4.48998786558676,4.29411518485916,4.67041332742252,4.46259856561068,4.22506626180987,4.1959238977761
"ADORA2A-AS1",2.7066036790637,2.65124971495734,2.2987924084472,2.57903737132992,2.50762001799209,2.46917363357866,2.44963746903873,2.83027128963246,2.58601178820043,2.42297993871441,2.46781130805836,2.65453074533105
"ADORA2B",4.73237965862742,4.81750555333662,4.66723794670967,5.65126347566294,5.53393889250749,5.47306384112369,5.47869705769089,5.52884520357114,5.60580067888117,6.02615430627795,5.38339612422128,5.54666930733801
"ADORA3",3.23953195083618,3.18329563968561,2.91173315323048,4.5735534171187,4.46469066544034,4.48629114767193,4.48996623710797,4.347192919699,4.43545004393602,4.73126592261163,4.83512914348599,4.41959800766461
"ADPGK",8.06500053554816,8.02935602290987,8.11457589694813,7.93284912434356,7.93819583098479,7.69579348695348,7.76144997848633,7.89253768330204,7.95462934479973,7.95372187762605,7.90751141872696,7.93514339976517
"ADPRH",4.44618968832476,4.17907710645041,4.38387716251891,4.03579164761353,4.11681892508895,4.14166175701718,4.09047612869601,3.97593107011924,4.04279442113282,4.10023776271489,4.29965520922506,4.16435973849258
"ADPRHL1",3.03687584735571,3.14366141256455,3.12114401457394,3.09988469248186,3.13935688239003,3.25791693705273,3.3444259617559,3.2034832870784,3.21357984958094,3.05569705919724,3.14312323771659,3.28198292012172
"ADPRM",4.0054145713537,3.9811620285714,4.2291947535973,3.72241366755634,3.78198044422242,3.6151785285804,3.78672775711268,3.69620692745479,3.83748177390694,4.1557042738697,3.74029330640908,3.81532135288995
"ADPRS",6.02799120714217,5.77204570356651,5.91964884060144,6.01215608560158,5.91319262829835,6.02618921572741,6.10788336598118,5.9642923975729,6.49900207740594,6.26976706815876,5.88200108566033,5.90095988174635
"ADRA1A",1.99406548746862,2.03009389423067,1.97965663149696,2.11956958389255,2.01821499628789,2.01213232523236,2.00284373243088,2.11417019698022,1.97397063162157,2.00679462667515,1.9857222379426,2.09291769956091
"ADRA1B",2.33137191218636,2.32244860917669,2.13694547715898,2.07159525038914,2.35924012494744,2.43790026915072,2.14176967350786,2.4584502731613,2.12959248993215,1.94345234226118,2.10566277684491,2.40553187283043
"ADRA1D",1.91385618228327,1.98365758631597,2.0630677197739,1.99588365529706,1.99516156113112,2.07951608316133,2.1751321163736,2.00606996617176,1.88842532790424,1.97228598469795,1.88083197712012,2.11801387496714
"ADRA2A",2.08475477218016,2.04277507309753,1.90560126931237,1.79401114654238,1.98981564979473,1.95445112543556,1.97176078135664,1.91304876004995,2.05215560568429,1.90739304819779,2.01124996998616,2.06760717523014
"ADRA2B",3.71302525772205,3.88828257251072,3.4622520559691,3.72534988314451,3.49038708573536,3.57737123767489,3.74486648098832,3.45042894421306,3.92446837701915,3.91312637893536,3.37655572096374,3.7800860933247
"ADRA2C",3.23820518937083,3.51045874501457,3.12021814622651,3.14558146788462,3.01530900099298,3.3438005576118,3.1216245785678,3.23602384470706,3.14824647870826,3.14899350358995,3.30999770212094,3.60473868035445
"ADRB1",3.68607205281096,3.6628236956222,3.8263983395983,3.72629692206115,3.72852675345923,3.70254864333854,3.98021029754535,3.85247900295594,3.88978384584588,3.81787844950839,3.74820715309089,3.71600716715104
"ADRB2",3.01032358329451,3.00834579201645,2.55498306735175,4.22628121224852,3.7748792417999,3.8675470068168,4.04803319682861,4.12091057660197,4.26311284570422,4.24082503811874,3.71281364448628,3.92593129675401
"ADRB3",3.01858924792165,3.2109460982765,3.05596540006337,3.03045276448877,3.14152316550906,3.23361809677007,3.25355125271606,3.13962790762628,3.13196629108704,3.1345579290119,2.87219099679962,3.06698180817883
"ADRM1",7.15530443519341,7.01566469850292,7.02588541468775,6.87546233377989,6.84836046711953,6.8253149953456,6.95506875252762,6.87317875633284,7.38076638208426,7.19735825587642,7.01296949291905,7.00916937844744
"ADSL",7.39296356300046,7.2476316545387,7.31288311451906,7.14342903610082,7.05615779695996,6.91969875701582,7.03848642380512,6.844878878396,7.28334468896683,7.29442905136247,7.03353812488743,6.93011840537586
"ADSS1",2.87085341234592,2.929839445849,2.72157119928832,3.19474122000931,2.97785101903006,3.06994221690387,2.97601562755993,2.97639147738423,3.10145624937599,3.05265944340072,3.03170268348696,3.07310661183744
"ADSS2",4.63380595132828,4.56983478270344,4.68594082182438,4.4100717876629,4.50937467043478,4.46169504018722,4.37730853327377,4.43079117210638,4.39172316056662,4.5324645672234,4.42508140005765,4.25870955266508
"ADTRP",3.04499607065391,2.78751788623808,2.9588314418294,2.78714374968929,2.64314536312819,2.9591140796347,2.61543403098596,2.78159468114977,2.94865215001531,2.75874059433978,2.67030344952805,2.87787201187004
"AEBP1",3.4970441644226,3.68646895192956,3.4709998396834,3.72377577885854,3.71463653475104,3.71868711138528,3.36166174111352,3.79037563006219,3.71462382884148,3.55917569832366,3.68175823377739,3.78656030826774
"AEBP2",3.57891746178817,3.39402895276224,3.65136997586085,3.27126866693585,3.47876943885537,3.40653702154472,3.45459809585387,3.46483946397242,3.4988772274894,3.44583448683031,3.30199673762268,3.31415536507969
"AEN",4.37040385428971,4.44677322853599,4.24900061439134,4.22791079138314,4.12115628360059,4.15944445061868,4.57203808765318,4.03023059941711,4.34493738136404,4.30075155399801,4.41190781595008,4.19152779870463
"AFAP1",3.20007069969385,3.07653785574794,3.04871289266914,2.35990761217725,2.44988243305047,2.33106278533891,2.36857108529091,2.38342634619596,2.53097470531906,2.46077103096725,2.53957532990194,2.53617278279407
"AFAP1-AS1",2.43995944607585,2.49269017145257,2.46144905772101,2.43992923704534,2.49892156285006,2.60961625194087,2.59533033716241,2.56430844812916,2.51415111905441,2.45226925817877,2.65141305459559,2.78423501386335
"AFAP1L1",2.4738517698717,2.46381754559684,2.52006094709325,2.57173000755474,2.66221365483903,2.80227619427116,2.6643101502078,2.68579247472602,2.39346564187327,2.56936196799932,2.60320126533579,2.66520326035364
"AFAP1L2",2.1243694000982,2.09631120615244,2.14003729928017,2.25001390191856,2.16401679882273,2.18973166720308,2.14003729928017,2.21560596892511,2.22641035654525,1.94130428482214,2.20379925444811,2.07937643830655
"AFDN",2.95438533982229,2.93758932504085,2.91722509994013,2.64096667105867,2.80444371312235,2.76186974326291,2.76721765231738,2.73405744308225,2.74581943977494,2.76401021757017,2.81666320285333,2.82348122213101
